/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_008.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_008.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_008.jpg,0,0,0,2.482371E-06
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_077.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_077.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_077.jpg,0,0,0,3.112E-07
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_152.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_152.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_152.jpg,0,0,0,3.075889E-06
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_227.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_227.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_227.jpg,0,0.07430702,0,0.04710716
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_309.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_309.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_309.jpg,0,0.296415,0,0.2577927
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_386.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_386.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_386.jpg,0,0.521781,0,0.6531804
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_462.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_462.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_462.jpg,0,0.752451,0,1.094545
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_541.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_541.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_541.jpg,0,0.985494,0,1.919603
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_609.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_609.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_609.jpg,0,1,0,2.835217
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_685.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_685.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_685.jpg,0,1,0,3.771587
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_761.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_761.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_761.jpg,0,1,0,4.7079
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_841.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_841.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_841.jpg,0,1,0,5.635849
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_05_920.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_05_920.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_05_920.jpg,0,1,0,6.556661
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_06_002.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_06_002.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_06_002.jpg,0,1,0,7.470314
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_06_083.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_06_083.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_06_083.jpg,0,1,0,8.376876
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_06_163.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_06_163.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_06_163.jpg,0,1,0,9.276368
/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/center_2017_12_21_15_05_06_250.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/left_2017_12_21_15_05_06_250.jpg,/Users/logan/Documents/udacity/CarND-Behavioral-Cloning-P3/IMG/right_2017_12_21_15_05_06_250.jpg,0,1,0,10.16877
